site,date,iupac_name,pubchem_cid,value,loq,lod,censored
ALN 125x,2016-11-01,"1,2,3,4,5-pentabromo-6-[2-(2,3,4,5,6-pentabromophenyl)ethyl]benzene",10985889,9.706585667215814e-11,NA,NA,none
ALN 136x,2016-11-01,"1,2,3,4,5-pentabromo-6-[2-(2,3,4,5,6-pentabromophenyl)ethyl]benzene",10985889,9.12908978583196e-11,NA,NA,none
HOV 122z,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)benzene",11018364,1.1927751902760422e-13,3.975917300920141e-13,1.1927751902760422e-13,left
ALN 138x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)benzene",11018364,1.1927751902760422e-13,3.975917300920141e-13,1.1927751902760422e-13,left
ALN 125x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)benzene",11018364,1.1927751902760422e-13,3.975917300920141e-13,1.1927751902760422e-13,left
ALN 136x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)benzene",11018364,1.1927751902760422e-13,3.975917300920141e-13,1.1927751902760422e-13,left
HOV 122z,2016-11-01,"1,2,3,5-tetrabromo-4-(2,3,4,6-tetrabromophenoxy)benzene",11967214,5.3656101821811824e-14,1.7885367273937276e-13,5.3656101821811824e-14,left
ALN 138x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,3,4,6-tetrabromophenoxy)benzene",11967214,5.3656101821811824e-14,1.7885367273937276e-13,5.3656101821811824e-14,left
ALN 125x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,3,4,6-tetrabromophenoxy)benzene",11967214,5.3656101821811824e-14,1.7885367273937276e-13,5.3656101821811824e-14,left
ALN 136x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,3,4,6-tetrabromophenoxy)benzene",11967214,5.3656101821811824e-14,1.7885367273937276e-13,5.3656101821811824e-14,left
HOV 122z,2016-11-01,"2,4-dibromo-1-(4-bromophenoxy)benzene",12110098,1.0322200103222002e-13,3.4407333677406674e-13,1.0322200103222002e-13,left
ALN 138x,2016-11-01,"2,4-dibromo-1-(4-bromophenoxy)benzene",12110098,1.0322200103222002e-13,3.4407333677406674e-13,1.0322200103222002e-13,left
ALN 125x,2016-11-01,"2,4-dibromo-1-(4-bromophenoxy)benzene",12110098,1.0322200103222002e-13,3.4407333677406674e-13,1.0322200103222002e-13,left
ALN 136x,2016-11-01,"2,4-dibromo-1-(4-bromophenoxy)benzene",12110098,1.0322200103222002e-13,3.4407333677406674e-13,1.0322200103222002e-13,left
HOV 122z,2016-11-01,"1,2-dibromo-4-(3,4-dibromophenoxy)benzene",13283771,2.8819037032462586e-14,9.606345677487529e-14,2.8819037032462586e-14,left
ALN 138x,2016-11-01,"1,2-dibromo-4-(3,4-dibromophenoxy)benzene",13283771,2.8819037032462586e-14,9.606345677487529e-14,2.8819037032462586e-14,left
ALN 125x,2016-11-01,"1,2-dibromo-4-(3,4-dibromophenoxy)benzene",13283771,2.8819037032462586e-14,9.606345677487529e-14,2.8819037032462586e-14,left
ALN 136x,2016-11-01,"1,2-dibromo-4-(3,4-dibromophenoxy)benzene",13283771,2.8819037032462586e-14,9.606345677487529e-14,2.8819037032462586e-14,left
HOV 122z,2016-11-01,"2,4-dibromo-1-(2-bromophenoxy)benzene",14274807,6.389933397232668e-14,2.1299777990775558e-13,6.389933397232668e-14,left
ALN 138x,2016-11-01,"2,4-dibromo-1-(2-bromophenoxy)benzene",14274807,6.389933397232668e-14,2.1299777990775558e-13,6.389933397232668e-14,left
ALN 125x,2016-11-01,"2,4-dibromo-1-(2-bromophenoxy)benzene",14274807,6.389933397232668e-14,2.1299777990775558e-13,6.389933397232668e-14,left
ALN 136x,2016-11-01,"2,4-dibromo-1-(2-bromophenoxy)benzene",14274807,6.389933397232668e-14,2.1299777990775558e-13,6.389933397232668e-14,left
HOV 122z,2016-11-01,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",15254861,5.904288377874455e-14,1.968096125958152e-13,5.904288377874455e-14,left
ALN 138x,2016-11-01,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",15254861,5.904288377874455e-14,1.968096125958152e-13,5.904288377874455e-14,left
ALN 125x,2016-11-01,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",15254861,5.904288377874455e-14,1.968096125958152e-13,5.904288377874455e-14,left
ALN 136x,2016-11-01,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",15254861,5.904288377874455e-14,1.968096125958152e-13,5.904288377874455e-14,left
HOV 122z,2016-11-01,"1,4-dibromo-2-(2,4-dibromophenoxy)benzene",15509892,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
ALN 138x,2016-11-01,"1,4-dibromo-2-(2,4-dibromophenoxy)benzene",15509892,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
ALN 125x,2016-11-01,"1,4-dibromo-2-(2,4-dibromophenoxy)benzene",15509892,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
ALN 136x,2016-11-01,"1,4-dibromo-2-(2,4-dibromophenoxy)benzene",15509892,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
HOV 122z,2016-11-01,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene",15509893,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
ALN 138x,2016-11-01,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene",15509893,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
ALN 125x,2016-11-01,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene",15509893,7.781139998764899e-14,NA,NA,none
ALN 136x,2016-11-01,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene",15509893,5.1462566129397474e-14,1.715418870979916e-13,5.1462566129397474e-14,left
HOV 122z,2016-11-01,"1,2-dibromo-4-(2,6-dibromophenoxy)benzene",15509894,2.2643529096934888e-14,7.54784303231163e-14,2.2643529096934888e-14,left
ALN 138x,2016-11-01,"1,2-dibromo-4-(2,6-dibromophenoxy)benzene",15509894,2.2643529096934888e-14,7.54784303231163e-14,2.2643529096934888e-14,left
ALN 125x,2016-11-01,"1,2-dibromo-4-(2,6-dibromophenoxy)benzene",15509894,2.2643529096934888e-14,7.54784303231163e-14,2.2643529096934888e-14,left
ALN 136x,2016-11-01,"1,2-dibromo-4-(2,6-dibromophenoxy)benzene",15509894,2.2643529096934888e-14,7.54784303231163e-14,2.2643529096934888e-14,left
HOV 122z,2016-11-01,"1,2,3-tribromo-5-(3,4-dibromophenoxy)benzene",15509896,1.7708517797060385e-14,5.9028392656867955e-014,1.7708517797060385e-14,left
ALN 138x,2016-11-01,"1,2,3-tribromo-5-(3,4-dibromophenoxy)benzene",15509896,1.7708517797060385e-14,5.9028392656867955e-014,1.7708517797060385e-14,left
ALN 125x,2016-11-01,"1,2,3-tribromo-5-(3,4-dibromophenoxy)benzene",15509896,1.7708517797060385e-14,5.9028392656867955e-014,1.7708517797060385e-14,left
ALN 136x,2016-11-01,"1,2,3-tribromo-5-(3,4-dibromophenoxy)benzene",15509896,1.7708517797060385e-14,5.9028392656867955e-014,1.7708517797060385e-14,left
HOV 122z,2016-11-01,"1,3,5-tribromo-2-(3,4-dibromophenoxy)benzene",15509897,2.3021073136178498e-14,7.673691045392833e-14,2.3021073136178498e-14,left
ALN 138x,2016-11-01,"1,3,5-tribromo-2-(3,4-dibromophenoxy)benzene",15509897,2.3021073136178498e-14,7.673691045392833e-14,2.3021073136178498e-14,left
ALN 125x,2016-11-01,"1,3,5-tribromo-2-(3,4-dibromophenoxy)benzene",15509897,2.3021073136178498e-14,7.673691045392833e-14,2.3021073136178498e-14,left
ALN 136x,2016-11-01,"1,3,5-tribromo-2-(3,4-dibromophenoxy)benzene",15509897,2.3021073136178498e-14,7.673691045392833e-14,2.3021073136178498e-14,left
HOV 122z,2016-11-01,"1,2,4-tribromo-5-(2,4,6-tribromophenoxy)benzene",15509898,4.3505282784338094e-14,1.45017609281127e-13,4.3505282784338094e-14,left
ALN 138x,2016-11-01,"1,2,4-tribromo-5-(2,4,6-tribromophenoxy)benzene",15509898,4.3505282784338094e-14,1.45017609281127e-13,4.3505282784338094e-14,left
ALN 125x,2016-11-01,"1,2,4-tribromo-5-(2,4,6-tribromophenoxy)benzene",15509898,4.3505282784338094e-14,1.45017609281127e-13,4.3505282784338094e-14,left
ALN 136x,2016-11-01,"1,2,4-tribromo-5-(2,4,6-tribromophenoxy)benzene",15509898,4.3505282784338094e-14,1.45017609281127e-13,4.3505282784338094e-14,left
HOV 122z,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)benzene",15509899,3.1833910034602075e-014,1.0611303344867359e-13,3.1833910034602075e-014,left
ALN 138x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)benzene",15509899,3.1833910034602075e-014,1.0611303344867359e-13,3.1833910034602075e-014,left
ALN 125x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)benzene",15509899,3.1833910034602075e-014,1.0611303344867359e-13,3.1833910034602075e-014,left
ALN 136x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)benzene",15509899,3.1833910034602075e-014,1.0611303344867359e-13,3.1833910034602075e-014,left
HOV 122z,2016-11-01,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",20734543,9.142160597287826e-13,3.047386865762609e-12,9.142160597287826e-13,left
ALN 138x,2016-11-01,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",20734543,9.142160597287826e-13,3.047386865762609e-12,9.142160597287826e-13,left
ALN 125x,2016-11-01,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",20734543,9.142160597287826e-13,3.047386865762609e-12,9.142160597287826e-13,left
ALN 136x,2016-11-01,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",20734543,9.142160597287826e-13,3.047386865762609e-12,9.142160597287826e-13,left
HOV 122z,2016-11-01,"2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetic acid",22286931,5.252008893401726e-13,1.7506696311339088e-12,5.252008893401726e-13,left
ALN 138x,2016-11-01,"2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetic acid",22286931,5.252008893401726e-13,1.7506696311339088e-12,5.252008893401726e-13,left
ALN 125x,2016-11-01,"2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetic acid",22286931,5.252008893401726e-13,1.7506696311339088e-12,5.252008893401726e-13,left
ALN 136x,2016-11-01,"2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetic acid",22286931,5.252008893401726e-13,1.7506696311339088e-12,5.252008893401726e-13,left
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonate",22721493,5.729017473503294e-13,1.909672491167765e-12,5.729017473503294e-13,left
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonate",22721493,8.020624462904612e-13,1.909672491167765e-12,5.729017473503294e-13,interval
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonate",22721493,5.729017473503294e-13,1.909672491167765e-12,5.729017473503294e-13,left
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonate",22721493,5.729017473503294e-13,1.909672491167765e-12,5.729017473503294e-13,left
HOV 122z,2016-11-01,"1,2,3,5-tetrabromo-4-(3,4,5-tribromophenoxy)benzene",53485723,4.982698961937716e-14,1.6608996539792388e-13,4.982698961937716e-14,left
ALN 138x,2016-11-01,"1,2,3,5-tetrabromo-4-(3,4,5-tribromophenoxy)benzene",53485723,4.982698961937716e-14,1.6608996539792388e-13,4.982698961937716e-14,left
ALN 125x,2016-11-01,"1,2,3,5-tetrabromo-4-(3,4,5-tribromophenoxy)benzene",53485723,4.982698961937716e-14,1.6608996539792388e-13,4.982698961937716e-14,left
ALN 136x,2016-11-01,"1,2,3,5-tetrabromo-4-(3,4,5-tribromophenoxy)benzene",53485723,4.982698961937716e-14,1.6608996539792388e-13,4.982698961937716e-14,left
HOV 122z,2016-11-01,"1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)benzene",71363036,6.488644871474919e-14,2.162881623824973e-13,6.488644871474919e-14,left
ALN 138x,2016-11-01,"1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)benzene",71363036,6.488644871474919e-14,2.162881623824973e-13,6.488644871474919e-14,left
ALN 125x,2016-11-01,"1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)benzene",71363036,6.488644871474919e-14,2.162881623824973e-13,6.488644871474919e-14,left
ALN 136x,2016-11-01,"1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)benzene",71363036,6.488644871474919e-14,2.162881623824973e-13,6.488644871474919e-14,left
HOV 122z,2016-11-01,"1,2,3,4-tetrabromo-5-(3,4-dibromophenoxy)benzene",71363340,9.6333126165320075e-014,3.211104205510669e-13,9.6333126165320075e-014,left
ALN 138x,2016-11-01,"1,2,3,4-tetrabromo-5-(3,4-dibromophenoxy)benzene",71363340,9.6333126165320075e-014,3.211104205510669e-13,9.6333126165320075e-014,left
ALN 125x,2016-11-01,"1,2,3,4-tetrabromo-5-(3,4-dibromophenoxy)benzene",71363340,9.6333126165320075e-014,3.211104205510669e-13,9.6333126165320075e-014,left
ALN 136x,2016-11-01,"1,2,3,4-tetrabromo-5-(3,4-dibromophenoxy)benzene",71363340,9.6333126165320075e-014,3.211104205510669e-13,9.6333126165320075e-014,left
HOV 122z,2016-11-01,"1-chloro-1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooctane-1-sulfonic acid",87556140,3.8716171744937857e-13,1.2905390581645955e-12,3.8716171744937857e-13,left
ALN 138x,2016-11-01,"1-chloro-1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooctane-1-sulfonic acid",87556140,3.8716171744937857e-13,1.2905390581645955e-12,3.8716171744937857e-13,left
ALN 125x,2016-11-01,"1-chloro-1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooctane-1-sulfonic acid",87556140,3.8716171744937857e-13,1.2905390581645955e-12,3.8716171744937857e-13,left
ALN 136x,2016-11-01,"1-chloro-1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooctane-1-sulfonic acid",87556140,3.8716171744937857e-13,1.2905390581645955e-12,3.8716171744937857e-13,left
